min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
6.175,7.885000000000001,65.87837837837837,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
7.00625,8.763750000000002,58.734939759036145,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
7.8374999999999995,9.6425,52.989130434782616,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
8.66875,10.521249999999998,48.26732673267327,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
9.5,11.399999999999999,44.31818181818182,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
9.975,11.913,42.317708333333336,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
10.45,12.426,40.490033222591364,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
10.924999999999999,12.939,38.81369426751592,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
11.399999999999999,13.452,37.27064220183486,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
11.875,13.965,35.845588235294116,88.98310160427806,2.8415926535897933,3.441592653589793,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
