min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
5,5,22.119999999999997,110.6,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,20.369999999999997,101.85,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,18.619999999999997,93.1,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,16.869999999999997,84.35,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,15.12,75.6,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,14.52,72.6,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,13.919999999999998,69.6,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,13.319999999999999,66.6,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,12.72,63.6,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
5,5,12.120000000000001,60.6,-0.5,0.5,4,0.2,0.2,2000,4000,0,0,0,2
