min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
3,5,29.925,119.7,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,27.83125,111.325,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,25.7375,102.95,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,23.64375,94.575,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,21.55,86.2,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,20.875,83.5,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,20.200000000000003,80.80000000000001,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,19.525,78.1,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,18.85,75.4,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
3,5,18.175,72.7,-0.9,0.9,5,0.4,0.4,2000,4000,0,0,0,2
