min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
6.5,8.3,50.67567567567567,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
7.375,9.225000000000001,45.18072289156626,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
8.25,10.15,40.7608695652174,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
9.125,11.075,37.12871287128713,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
10.0,12.0,34.09090909090909,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
10.5,12.540000000000001,32.552083333333336,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
11.0,13.08,31.146179401993358,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
11.5,13.620000000000001,29.85668789808917,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
12.0,14.16,28.6697247706422,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
12.5,14.700000000000001,27.573529411764703,84.7458110516934,-0.3,0.3,3,0.1,0.5,2000,4000,52.303743315508,3,2,0
