min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
2,4,50.26666666666667,150.8,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,47.43333333333334,142.3,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,44.6,133.8,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,41.766666666666666,125.3,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,38.93333333333333,116.8,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,38.0,114.0,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,37.06666666666666,111.19999999999999,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,36.13333333333333,108.4,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,35.199999999999996,105.6,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
2,4,34.266666666666666,102.8,-0.78,-0.78,1,0.4,0.8,2000,4000,0,0,0,0
