min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
4.7,6.5,22.42857142857143,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
5.525,7.375,19.472868217054263,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
6.35,8.25,17.205479452054796,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
7.175,9.125,15.411042944785274,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
8.0,10.0,13.955555555555556,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
8.46,10.5,13.248945147679324,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
8.92,11.0,12.610441767068272,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
9.38,11.5,12.030651340996167,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
9.84,12.0,11.501831501831502,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
10.3,12.5,11.017543859649122,325.6,-0.78,3.92,7,0.1,0.3,2000,4000,205.6,4,3,0
