min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
4,4,35.4,141.6,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,33.4,133.6,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,31.4,125.6,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,29.4,117.6,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,27.4,109.6,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,26.799999999999997,107.19999999999999,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,26.2,104.8,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,25.599999999999998,102.39999999999999,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,25.0,100.0,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
4,4,24.4,97.6,0.38,1.18,3,0.6,0.8,2000,4000,0,0,0,1
