min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
3.8,7.4,60.42857142857143,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
4.6,8.3,52.46511627906976,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
5.4,9.2,46.35616438356164,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
6.2,10.1,41.52147239263803,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
7.0,11.0,37.599999999999994,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
7.44,11.52,35.69620253164557,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
7.880000000000001,12.040000000000001,33.97590361445783,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
8.32,12.56,32.41379310344827,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
8.760000000000002,13.080000000000002,30.989010989010982,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
9.200000000000001,13.600000000000001,29.68421052631578,138.4,0.78,5.49,7,0.3,0.3,2000,4000,98.4,3,3,0
