min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
3.8,3.8,92.42105263157895,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
4.6,4.6,76.34782608695653,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
5.4,5.4,65.03703703703702,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
6.2,6.2,56.64516129032258,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
7.0,7.0,50.17142857142857,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
7.44,7.44,47.204301075268816,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
7.880000000000001,7.880000000000001,44.56852791878172,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
8.32,8.32,42.21153846153846,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
8.760000000000002,8.760000000000002,40.091324200913235,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
9.200000000000001,9.200000000000001,38.17391304347826,116.2,-3.14,0,5,0.3,0.5,2000,4000,70.7,3,3,0
