min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
5.6,5.6,20.642857142857142,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
6.449999999999999,6.449999999999999,17.92248062015504,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
7.3,7.3,15.835616438356164,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
8.15,8.15,14.1840490797546,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
9.0,9.0,12.844444444444443,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
9.48,9.48,12.194092827004217,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
9.96,9.96,11.606425702811244,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
10.440000000000001,10.440000000000001,11.072796934865899,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
10.92,10.92,10.586080586080586,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
11.4,11.4,10.140350877192981,225.6,-0.5,0.5,4,0.2,0.2,2000,4000,145.6,4,3,0
