min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
3.8,7.4,62.50000000000001,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
4.6,8.3,54.263565891472865,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
5.4,9.2,47.945205479452056,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
6.2,10.1,42.94478527607362,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
7.0,11.0,38.888888888888886,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
7.44,11.52,36.91983122362869,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
7.880000000000001,12.040000000000001,35.140562248995984,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
8.32,12.56,33.524904214559385,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
8.760000000000002,13.080000000000002,32.051282051282044,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
9.200000000000001,13.600000000000001,30.701754385964907,107.719640564827,-0.9,0.9,5,0.3,0.3,2000,4000,79.991784338896,3,2,0
