min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
3,7,28.52,131.6,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,26.77,123.1,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,25.02,114.6,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,23.27,106.1,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,21.52,97.6,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,20.919999999999998,94.80000000000001,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,20.32,92.0,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,19.72,89.2,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,19.119999999999997,86.4,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
3,7,18.52,83.6,-1.1,1.1,5,0.3,0.6,2000,4000,0,0,0,2
