min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
3.8,3.8,50.31578947368421,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
4.6,4.6,41.56521739130435,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
5.4,5.4,35.407407407407405,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
6.2,6.2,30.838709677419352,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
7.0,7.0,27.314285714285713,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
7.44,7.44,25.698924731182792,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
7.880000000000001,7.880000000000001,24.26395939086294,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
8.32,8.32,22.98076923076923,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
8.760000000000002,8.760000000000002,21.826484018264836,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
9.200000000000001,9.200000000000001,20.78260869565217,196.914285714286,0,3.14,5,0.4,0.4,2000,4000,94.9142857142857,4,3,0
