min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
6,6,24.233333333333334,145.4,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,22.691666666666666,136.15,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,21.150000000000002,126.9,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,19.608333333333334,117.65,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,18.066666666666666,108.4,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,17.5,105.0,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,16.933333333333334,101.6,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,16.366666666666664,98.19999999999999,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,15.799999999999999,94.8,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
6,6,15.233333333333334,91.4,1.17,1.97,3,0.3,0.3,2000,4000,0,0,0,1
