min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
3,6,34.400000000000006,154.8,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,32.55555555555556,146.5,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,30.71111111111111,138.2,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,28.86666666666666,129.89999999999998,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,27.022222222222222,121.6,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,26.435555555555553,118.96,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,25.848888888888887,116.32,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,25.26222222222222,113.67999999999999,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,24.675555555555555,111.03999999999999,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
3,6,24.08888888888889,108.39999999999999,1.95,2.75,3,0.6,0.8,2000,4000,0,0,0,1
