min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
7,7,18.285714285714285,128.0,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,17.0,119.0,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,15.714285714285714,110.0,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,14.428571428571429,101.0,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,13.142857142857142,92.0,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,12.685714285714285,88.8,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,12.228571428571428,85.6,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,11.771428571428572,82.4,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,11.314285714285715,79.2,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
7,7,10.857142857142858,76.0,-0.1,0.1,3,0.1,0.4,2000,4000,0,0,0,1
