min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
4.75,4.75,28.755999999999997,116.13,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,26.480999999999998,106.9425,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,24.205999999999996,97.755,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,21.930999999999997,88.5675,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,19.656,79.38,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,18.876,76.23,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,18.095999999999997,73.08,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,17.316,69.92999999999999,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,16.536,66.78,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
4.75,4.75,15.756000000000002,63.63,2.641592653589793,3.641592653589793,4,0.2,0.2,2000,4000,0,0,0,2
