min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
5.6,5.6,51.5,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
6.449999999999999,6.449999999999999,44.713178294573645,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
7.3,7.3,39.50684931506849,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
8.15,8.15,35.38650306748466,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
9.0,9.0,32.044444444444444,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
9.48,9.48,30.42194092827004,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
9.96,9.96,28.955823293172685,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
10.440000000000001,10.440000000000001,27.62452107279693,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
10.92,10.92,26.41025641025641,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
11.4,11.4,25.298245614035086,158.4,-3.92,0.78,8,0.1,0.5,2000,4000,110.4,3,3,0
