min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
3,5,30.375,121.5,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,28.34375,113.375,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,26.3125,105.25,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,24.28125,97.125,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,22.25,89.0,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,21.625,86.5,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,21.0,84.0,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,20.375,81.5,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,19.75,79.0,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
3,5,19.125,76.5,-0.3,0.3,3,0.4,0.6,2000,4000,0,0,0,1
