min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
5,5,37.88,112.4,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,35.83,103.9,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,33.78,95.4,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,31.73,86.9,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,29.68,78.4,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,28.839999999999996,75.6,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,28.0,72.8,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,27.160000000000004,70.0,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,26.32,67.2,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
5,5,25.48,64.4,-2.75,-1.95,3,0.3,0.3,2000,4000,0,0,0,1
