min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
5.6,5.6,33.5,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
6.449999999999999,6.449999999999999,29.08527131782946,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
7.3,7.3,25.698630136986303,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
8.15,8.15,23.01840490797546,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
9.0,9.0,20.844444444444445,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
9.48,9.48,19.789029535864977,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
9.96,9.96,18.835341365461844,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
10.440000000000001,10.440000000000001,17.969348659003828,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
10.92,10.92,17.17948717948718,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
11.4,11.4,16.45614035087719,186.830769230769,1.17,1.97,3,0.3,0.6,2000,4000,96.3692307692308,4,3,0
