min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
7,7,38.82857142857143,194.8,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,37.221428571428575,185.3,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,35.614285714285714,175.8,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,34.00714285714286,166.3,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,32.4,156.8,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,31.685714285714287,153.2,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,30.97142857142857,149.6,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,30.25714285714286,146.0,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,29.542857142857144,142.39999999999998,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
7,7,28.82857142857143,138.8,0.78,5.49,8,0.4,0.8,2000,4000,0,0,0,1
