min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
6.6499999999999995,6.6499999999999995,23.771428571428572,134.4,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,22.1,124.95,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,20.428571428571427,115.5,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,18.75714285714286,106.05000000000001,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,17.085714285714285,96.60000000000001,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,16.49142857142857,93.24,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,15.897142857142857,89.88,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,15.302857142857144,86.52000000000001,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,14.70857142857143,83.16000000000001,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
6.6499999999999995,6.6499999999999995,14.114285714285716,79.8,3.041592653589793,3.241592653589793,3,0.1,0.4,2000,4000,0,0,0,1
