min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
5.6,5.6,63.214285714285715,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
6.449999999999999,6.449999999999999,54.88372093023256,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
7.3,7.3,48.49315068493151,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
8.15,8.15,43.43558282208589,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
9.0,9.0,39.333333333333336,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
9.48,9.48,37.34177215189873,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
9.96,9.96,35.54216867469879,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
10.440000000000001,10.440000000000001,33.90804597701149,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
10.92,10.92,32.417582417582416,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
11.4,11.4,31.052631578947366,122.620689655172,-1.97,-1.17,3,0.5,0.5,2000,4000,81.5862068965517,3,3,0
