min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
6.5,8.3,43.91891891891892,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
7.375,9.225000000000001,39.1566265060241,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
8.25,10.15,35.32608695652174,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
9.125,11.075,32.17821782178218,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
10.0,12.0,29.545454545454547,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
10.5,12.540000000000001,28.211805555555557,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
11.0,13.08,26.993355481727576,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
11.5,13.620000000000001,25.875796178343947,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
12.0,14.16,24.847094801223243,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
12.5,14.700000000000001,23.89705882352941,98.6799123447772,-0.2,0.2,3,0.4,0.4,2000,4000,65.4439737034332,3,2,0
