min_speed,max_speed,delay,spacing,min_angle,max_angle,num_rows,min_b_scale,max_b_scale,clear_threshold,hard_clear_threshold,burst_spacing,burst_spacing_dur,burst_spacing_ratio,bskip_hang
4.7,4.7,38.29787234042553,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
5.525,5.525,32.57918552036199,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
6.35,6.35,28.34645669291339,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
7.175,7.175,25.087108013937282,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
8.0,8.0,22.5,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
8.46,8.46,21.27659574468085,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
8.92,8.92,20.179372197309416,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
9.38,9.38,19.189765458422173,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
9.84,9.84,18.29268292682927,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
10.3,10.3,17.475728155339805,256.168944099379,-1.3,1.3,6,0.4,0.4,2000,4000,174.181366459627,4,3,0
